Nombre,Departamento,Asignaturas,Horario de Tutorías,URL
Ángel Ruiz Zafra,Departamento de Lenguajes y Sistemas Informáticos,Grado en Ingeniería Informática: Programación y Diseño Orientado a Objetos; Grado en Ingeniería Informática: Sistemas Operativos; Grado en Turismo: Sistemas de Información Basados en Internet,Primer semestreDíaHorarioLugarMartes9:15 - 11:15Edificio Auxiliar Des 1.2Miércoles9:15 - 11:15Edificio Auxiliar Des 1.2Segundo semestreDíaHorarioLugarMartes9:15 - 11:15Edificio Auxiliar Des 1.2Miércoles9:15 - 11:15Edificio Auxiliar Des 1.2,https://etsiit.ugr.es/la-escuela/directorio-personal/angel-ruiz-zafra
Diego Salas González,"Departamento de Teoría de la Señal, Telemática y Comunicaciones",Grado en Ingeniería de Tecnologías de Telecomunicación: Sistemas Lineales,DíaHorarioLugarMiércoles15:30 - 17:30Desp. 5.1 EtsiitJueves10:30 - 14:30Desp. 5.1 Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/diego-salas-gonzalez
José Samos Jiménez,Departamento de Lenguajes y Sistemas Informáticos,Grado en Ingeniería Informática: Sistemas de Información Geográfica (Especialidad Sistemas de Información); Grado en Ingeniería Informática: Sistemas Multidimensionales (Especialidad Sistemas de Información); Grado en Ingeniería Informática: Sistemas Multidimensionales (Optativa Especialidad Sistemas de Información); Grado en Ingeniería Informática y Matemáticas: Sistemas Multidimensionales; Grado en Marketing e Investigación de Mercados: Sistemas Informáticos de Soporte a la Colaboración y Decisión,Primer semestreDíaHorarioLugarMiércoles9:00 - 9:30Etsiit 3ª P Despacho 36Miércoles13:30 - 14:00Etsiit 3ª P Despacho 36Jueves9:00 - 14:00Etsiit 3ª P Despacho 36Segundo semestreDíaHorarioLugarMartes10:30 - 12:30Fccee Despacho B011Viernes9:00 - 13:00Etsiit 3ª P Despacho 36,https://etsiit.ugr.es/la-escuela/directorio-personal/jose-samos-jimenez
Victoria Eugenia Sánchez Calle,"Departamento de Teoría de la Señal, Telemática y Comunicaciones",Grado en Ingeniería de Tecnologías de Telecomunicación: Televisión y Radio Digital(Especialidad Sistemas de Telecomunicación); Grado en Ingeniería de Tecnologías de Telecomunicación: Televisión y Radio Digital (Optativa Especialidad Sistemas de Telecomunicación); Grado en Ingeniería de Tecnologías de Telecomunicación: Teoría de la Comunicación,DíaHorarioLugarMartes12:00 - 14:30Despacho 1 Facultad de CienciasMartes17:30 - 21:00Despacho 1 Facultad de Ciencias,https://etsiit.ugr.es/la-escuela/directorio-personal/victoria-eugenia-sanchez-calle
Daniel Sánchez Fernández,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Informática y Administración y Dirección de Empresas: Diseño y Desarrollo de Sistemas de Información; Grado en Ingeniería Informática y Matemáticas: Diseño y Desarrollo de Sistemas de Información,Primer semestreDíaHorarioLugarMiércoles9:30 - 12:30D28 (Etsiit)Jueves9:30 - 12:30D28 (Etsiit)Segundo semestreDíaHorarioLugarMartes10:00 - 13:00D28 (Etsiit)Miércoles10:00 - 13:00D28 (Etsiit),https://etsiit.ugr.es/la-escuela/directorio-personal/daniel-sanchez-fernandez
Ignacio F. Sánchez García,Departamento de Electromagnetismo y Física de la Materia,Grado en Ingeniería de Tecnologías de Telecomunicación: Transmisión de Ondas; Grado en Ingeniería Electrónica Industrial: Electromagnetismo,Primer semestreDíaHorarioLugarLunes11:00 - 13:00Desp. 112 Facultad de CienciasMartes11:00 - 13:00Desp. 112 Facultad de CienciasMiércoles11:00 - 13:00Desp. 112 Facultad de CienciasSegundo semestreDíaHorarioLugarLunes16:00 - 18:00Desp. 112 Facultad de CienciasMartes16:00 - 18:00Desp. 112 Facultad de CienciasMiércoles16:00 - 18:00Desp. 112 Facultad de Ciencias,https://etsiit.ugr.es/la-escuela/directorio-personal/ignacio-f-sanchez-garcia
Ana María Sánchez López,Departamento de Lenguajes y Sistemas Informáticos,Grado en Ingeniería Informática y Administración y Dirección de Empresas: Fundamentos del Software; Grado en Ingeniería Informática: Fundamentos del Software; Grado en Ingeniería Informática: Sistemas Concurrentes y Distribuidos; Grado en Ingeniería Informática y Matemáticas: Sistemas Concurrentes y Distribuidos,Primer semestreDíaHorarioLugarMartes10:30 - 12:30Etsiit 3ª P Despacho 24Jueves10:30 - 12:30Etsiit 3ª P Despacho 24Viernes10:30 - 12:30Etsiit 3ª P Despacho 24Segundo semestreDíaHorarioLugarLunes10:30 - 12:30Etsiit 3ª P Despacho 24Martes10:30 - 12:30Etsiit 3ª P Despacho 24Miércoles10:30 - 12:30Etsiit 3ª P Despacho 24,https://etsiit.ugr.es/la-escuela/directorio-personal/ana-maria-sanchez-lopez
Gonzalo Sánchez Vizcaino,Departamento de Organización de Empresas II,Grado en Edificación y Administración y Dirección de Empresas: Dirección y Administración de Empresas; Grado en Edificación y Administración y Dirección de Empresas: Organización de Empresaas; Grado en Ingeniería Informática y Administración y Dirección de Empresas: Dirección y Administración de Empresas; Grado en Ingeniería Informática y Administración y Dirección de Empresas: Organización de Empresas; Grado en Ingeniería Civil y Administración y Dirección de Empresas: Dirección y Administración de Empresas; Grado en Ingeniería Civil y Administración y Dirección de Empresas: Organización de Empresas,Primer semestreDíaHorarioLugarLunes10:30 - 12:30Desp A223 Facultad CceeMartes10:30 - 12:30Desp A223 Facultad CceeMiércoles10:30 - 12:30Desp A223 Facultad CceeSegundo semestreDíaHorarioLugarLunes10:30 - 12:30Desp A223 Facultad CceeMartes10:30 - 12:30Desp A223 Facultad CceeMiércoles10:30 - 12:30Desp A223 Facultad Ccee,https://etsiit.ugr.es/la-escuela/directorio-personal/gonzalo-sanchez-vizcaino
Evangelina Santos Aláez,Departamento de Álgebra,Grado en Ingeniería de Tecnologías de Telecomunicación: Álgebra Lineal y Geometría; Grado en Ingeniería Informática: Lógica y Métodos Discretos; Grado en Matemáticas: Historia de las Matemáticas,Primer semestreDíaHorarioLugarLunes11:30 - 13:00Desp. 15 - EtsiitMiércoles9:30 - 13:00Desp. 43 - Fac. CienciasMiércoles16:30 - 17:30Desp. 15 - EtsiitSegundo semestreDíaHorarioLugarLunes11:30 - 13:00Desp. 15 - EtsiitMiércoles9:30 - 13:00Desp. 43 - Fac. CienciasMiércoles16:30 - 17:30Desp. 15 - Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/evangelina-santos-alaez
María del Carmen Segovia García,Departamento de Estadística e Investigación Operativa,Grado en Estadística: Cálculo de Probabilidades I; Grado en Estadística: Fiabilidad de Sistemas; Grado en Ingeniería Informática: Estadística; Grado en Relaciones Laborales y Recursos Humanos: Estadística,Primer semestreDíaHorarioLugarLunes12:00 - 13:00Despacho Nº 11 del Departamento de Estadística e I.oMartes12:00 - 13:00Despacho Nº 11 del Departamento de Estadística e I.oViernes10:30 - 13:30Despacho Nº 11 del Departamento de Estadística e I.oSegundo semestreDíaHorarioLugarLunes10:30 - 13:30Despacho Nº 11 del Departamento de Estadística e I.oMartes10:30 - 11:30Etsiit Despacho 16Jueves10:30 - 12:30Etsiit Despacho 16,https://etsiit.ugr.es/la-escuela/directorio-personal/maria-del-carmen-segovia-garcia
Fermín Segovia Román,"Departamento de Teoría de la Señal, Telemática y Comunicaciones",Grado en Ingeniería de Tecnologías de Telecomunicación: Sistemas de Codificación y Almacenamiento (Especialidad Sistemas de Telecomunicación); Grado en Ingeniería de Tecnologías de Telecomunicación: Sistemas de Codificación y Almacenamiento (Optativa Especialidad Sistemas de Telecomunicación),DíaHorarioLugarMartes11:00 - 14:00Desp. 1.13 Edf. Auxiliar EtsiitMiércoles11:00 - 14:00Desp. 1.13 Edf. Auxliar Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/fermin-segovia-roman
Cleofás Segura Gómez,"Departamento de Teoría de la Señal, Telemática y Comunicaciones",Grado en Ingeniería de Tecnologías de Telecomunicación: Señales Digitales,DíaHorarioLugarMartes12:00 - 14:00Desp. D1-5 Citic,https://etsiit.ugr.es/la-escuela/directorio-personal/cleofas-segura-gomez
José Manuel Soto Hidalgo,"Departamento de Ingeniería de Computadores, Automática y Robótica",Grado en Ingeniería Informática: Servidores Web de Altas Prestaciones (Especialidadtecnologías de la Información); Grado en Ingeniería Informática: Servidores Web de Altas Prestaciones (Optativa Especialidad Tecnologías de la  Información),"Primer semestreDíaHorarioLugarLunes10:00 - 14:00Edif.Auxiliar Etsiit, Despacho 1.1Martes10:00 - 12:00Edif.Auxiliar Etsiit, Despacho 1.1Segundo semestreDíaHorarioLugarLunes10:00 - 14:00Edif.Auxiliar Etsiit, Despacho 1.1Martes10:00 - 12:00Edif.Auxiliar Etsiit, Despacho 1.1",https://etsiit.ugr.es/la-escuela/directorio-personal/jose-manuel-soto-hidalgo
Isabel María Tienda Luna,Departamento de Electrónica y Tecnología de Computadores,Grado en Ingeniería Informática y Administración y Dirección de Empresas: Fundamentos Físicos y Tecnológicos; Grado en Ingeniería Informática y Matemáticas: Fundamentos Físicos y Tecnológicos,DíaHorarioLugarMiércoles11:30 - 13:30Sala de Profesores Externo. EtsiitMiércoles18:30 - 19:30Sala de Profesores Externo. EtsiitViernes9:30 - 11:30Sala de Profesores Externo. EtsiitViernes18:30 - 19:30Sala de Profesores Externo. Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/isabel-maria-tienda-luna
Manuel Marcelino Titos Luzón,"Departamento de Teoría de la Señal, Telemática y Comunicaciones",Grado en Ingeniería de Tecnologías de Telecomunicación: Comunicaciones I,DíaHorarioLugarMartes10:00 - 12:30,https://etsiit.ugr.es/la-escuela/directorio-personal/manuel-marcelino-titos-luzon
Ángel de la Torre Vega,"Departamento de Teoría de la Señal, Telemática y Comunicaciones",Grado en Ingeniería de Tecnologías de Telecomunicación: Comunicaciones II; Grado en Ingeniería de Tecnologías de Telecomunicación: Sistemas de Radiocomunicación (Especialidad Sistemas de Telecomunicación),Primer semestreDíaHorarioLugarLunes9:30 - 12:30Desp. 2.24 EtsiitMartes9:30 - 12:30Desp. 2.24 EtsiitSegundo semestreDíaHorarioLugarLunes9:30 - 12:30Desp. 2.24 EtsiitMartes9:30 - 12:30Desp. 2.24 Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/angel-la-torre-vega
Juan Carlos Torres Cantero,Departamento de Lenguajes y Sistemas Informáticos,Grado en Ingeniería Informática: Informática Gráfica,Primer semestreDíaHorarioLugarLunes10:00 - 13:00Etsiit 3ª P Despacho 35Jueves10:00 - 13:00Etsiit 3ª P Despacho 35Segundo semestreDíaHorarioLugarLunes10:00 - 13:00Etsiit 3ª P Despacho 35Jueves10:00 - 13:00Etsiit 3ª P Despacho 35,https://etsiit.ugr.es/la-escuela/directorio-personal/juan-carlos-torres-cantero
Javier Ubago Rodríguez,"Departamento de Ingeniería de Computadores, Automática y Robótica",Grado en Ingeniería Informática: Arquitectura de Computadores,DíaHorarioLugarMiércoles11:00 - 12:30Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/javier-ubago-rodriguez
Juan Manuel Urbano Blanco,Departamento de Álgebra,Grado en Ingeniería Informática: Álgebra Lineal y Estructuras Matemáticas; Grado en Ingeniería Informática: Lógica y Métodos Discretos,Primer semestreDíaHorarioLugarLunes19:30 - 20:30Fac. Ciencias - Desp.01Miércoles16:30 - 17:30Fac. Ciencias - Desp.01Miércoles18:30 - 20:30Fac. Ciencias - Desp.01Jueves10:30 - 12:30Fac. Ciencias - Desp.01Segundo semestreDíaHorarioLugarLunes18:30 - 19:30Fac. Ciencias - Desp.01Martes19:30 - 20:30Fac. Ciencias - Desp.01Miércoles17:30 - 18:30Fac. Ciencias - Desp.01Miércoles19:30 - 20:30Fac. Ciencias - Desp.01Jueves17:30 - 18:30Fac. Ciencias - Desp.01Jueves19:30 - 20:30Fac. Ciencias - Desp.01,https://etsiit.ugr.es/la-escuela/directorio-personal/juan-manuel-urbano-blanco
Antonio Jesús Ureña Alcázar,Departamento de Matemática Aplicada,Grado en Ingeniería Informática y Matemáticas: Ecuaciones Diferenciales I; Grado en Matemáticas: Mecánica Celeste; Grado en Matemáticas: Modelos Matemáticos I; Grado en Matemáticas y Física: Modelos Matemáticos I,No disponible,https://etsiit.ugr.es/la-escuela/directorio-personal/antonio-jesus-urena-alcazar
Carlos Ureña Almagro,Departamento de Lenguajes y Sistemas Informáticos,Grado en Ingeniería Informática y Administración y Dirección de Empresas: Informática Gráfica; Grado en Ingeniería Informática: Sistemas Concurrentes y Distribuidos; Grado en Ingeniería Informática y Matemáticas: Informática Gráfica,Primer semestreDíaHorarioLugarMartes9:30 - 11:30Etsiit 3ª P Despacho 34Miércoles9:30 - 13:30Etsiit 3ª P Despacho 34Segundo semestreDíaHorarioLugarMartes9:30 - 11:30Etsiit 3ª P Despacho 34Miércoles9:30 - 13:30Etsiit 3ª P Despacho 34,https://etsiit.ugr.es/la-escuela/directorio-personal/carlos-urena-almagro
Joaquín Tomás Valderrama Valenzuela,"Departamento de Teoría de la Señal, Telemática y Comunicaciones",Grado en Ingeniería de Tecnologías de Telecomunicación: Comunicaciones I; Grado en Ingeniería Electrónica Industrial: Procesamiento de Señales Biomédicas,DíaHorarioLugarLunes10:00 - 12:30Desp. Ib-16 Citic,https://etsiit.ugr.es/la-escuela/directorio-personal/joaquin-tomas-valderrama-valenzuela
Juan Francisco Valenzuela Valdés,"Departamento de Teoría de la Señal, Telemática y Comunicaciones",Grado en Ingeniería de Tecnologías de Telecomunicación: Infraestructuras y Redes de Comunicación,Primer semestreDíaHorarioLugarMartes9:30 - 11:30Desp. 2.21 EtsiitMiércoles9:30 - 11:30Desp. 2.21 EtsiitJueves9:30 - 11:30Desp. 2.21 EtsiitSegundo semestreDíaHorarioLugarLunes11:30 - 13:30Desp. 2.21 EtsiitMiércoles9:30 - 11:30Desp. 2.21 EtsiitJueves9:30 - 11:30Desp. 2.21 Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/juan-francisco-valenzuela-valdes
Miguel Vega López,Departamento de Lenguajes y Sistemas Informáticos,Grado en Ingeniería Informática: Fundamentos de Ingeniería del Software; Grado en Ingeniería Informática: Fundamentos del Software,Primer semestreDíaHorarioLugarLunes11:30 - 13:30Etsiit 3ª P Despacho 28Martes9:30 - 13:30Etsiit 3ª P Despacho 28Segundo semestreDíaHorarioLugarLunes11:30 - 13:30Etsiit 3ª P Despacho 28Martes9:30 - 13:30Etsiit 3ª P Despacho 28,https://etsiit.ugr.es/la-escuela/directorio-personal/miguel-vega-lopez
Francisco Velasco Anguita,Departamento de Lenguajes y Sistemas Informáticos,Grado en Ingeniería Informática y Administración y Dirección de Empresas: Programación y Diseño Orientado a Objetos; Grado en Ingeniería Informática: Programación y Diseño Orientado a Objetos; Grado en Ingeniería Informática: Sistemas Gráficos (Optativa Especialidad Ingeniería del Software); Grado en Ingeniería Informática: Sistemas Gráficos (Especialidad Ingeniería del Software),Primer semestreDíaHorarioLugarMiércoles10:00 - 13:00Etsiit 3ª P Despacho 33Jueves10:00 - 13:00Etsiit 3ª P Despacho 33Segundo semestreDíaHorarioLugarMartes10:00 - 13:00Etsiit 3ª P Despacho 33Miércoles10:00 - 13:00Etsiit 3ª P Despacho 33,https://etsiit.ugr.es/la-escuela/directorio-personal/francisco-velasco-anguita
Pedro Villar Castro,Departamento de Lenguajes y Sistemas Informáticos,Grado en Ingeniería Informática: Sistemas Concurrentes y Distribuidos; Grado en Turismo: Tecnología Informática para la Empresa,Primer semestreDíaHorarioLugarMartes9:30 - 11:30Etsiit 3ª P Despacho 39Martes18:30 - 19:30Fccee Despacho B012Miércoles11:30 - 13:30Etsiit 3ª P Despacho 39Miércoles17:30 - 18:30Etsiit 3ª P Despacho 39Segundo semestreDíaHorarioLugarMartes10:00 - 13:00Etsiit 3ª P Despacho 39Miércoles10:00 - 13:00Etsiit 3ª P Despacho 39,https://etsiit.ugr.es/la-escuela/directorio-personal/pedro-villar-castro
Juan Antonio Villegas Recio,Departamento de Matemática Aplicada,Grado en Biología: Matemáticas; Grado en Ingeniería Civil y Administración y Dirección de Empresas: Geometría Diferencial; Grado en Ingeniería Informática y Matemáticas: Métodos Numéricos II,DíaHorarioLugarMiércoles10:30 - 12:30Despacho B4. Instituto de Matemáticas,https://etsiit.ugr.es/la-escuela/directorio-personal/juan-antonio-villegas-recio
Marco Antonio Villena Sanchez,Departamento de Electrónica y Tecnología de Computadores,Grado en Ingeniería Electrónica Industrial: Componentes Electrónicos; Grado en Ingeniería Informática: Fundamentos Físicos y Tecnológicos; Grado en Ingeniería Informática y Matemáticas: Fundamentos Físicos y Tecnológicos,DíaHorarioLugarMartes10:00 - 13:00Dpto.Electronica-Dcho.5Jueves10:00 - 13:00Dpto.Electronica-Dcho.5,https://etsiit.ugr.es/la-escuela/directorio-personal/marco-antonio-villena-sanchez
María Cristina Zuheros Montes,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Estadística: Inteligencia Artificial en la Investigación Operativa; Grado en Ingeniería Informática: Ingeniería del Conocimiento (Especialidad Computación y Sistemas Inteligentes); Grado en Ingeniería Informática: Metodología de la Programación; Grado en Ingeniería Informática: Modelos de Computación; Grado en Ingeniería Informática y Matemáticas: Inteligencia Artificial,Primer semestreDíaHorarioLugarMartes10:00 - 11:00Mect (Fciencia)Jueves10:00 - 11:00Mect (Fciencia)Viernes10:00 - 12:00Nd (Etsiit)Segundo semestreDíaHorarioLugarJueves16:30 - 18:30Nd (Etsiit),https://etsiit.ugr.es/la-escuela/directorio-personal/maria-cristina-zuheros-montes
Pedro Zurita Herrera,Departamento de Derecho Civil,Grado en Derecho: Contratación Privada; Grado en Derecho: Derecho Civil I; Grado en Derecho: Derecho Civil III; Grado en Derecho: Derecho Inmobiliario y Registral; Grado en Derecho y en Ciencias Políticas y de la Administración: Derecho Civil II; Grado en Ingeniería Informática: Derecho Informático,DíaHorarioLugarJueves17:00 - 20:00Despacho 203Viernes17:00 - 20:00,https://etsiit.ugr.es/la-escuela/directorio-personal/pedro-zurita-herrera
